item_rand,rep,block,swahili,english,alpha,ID,diff,trial,instruct,dynamic
19,3,2,saduku,box,0.212204615384615,73,easy,100,0,1
28,4,2,wimbo,song,0.307741538461538,13,difficult,101,0,1
32,4,2,kitanda,bed,0.368722388059701,69,difficult,102,0,1
25,4,2,chunga,pot,0.369626865671642,36,difficult,103,0,1
23,4,2,lugha,language,0.211571212121212,25,easy,104,0,1
21,4,2,basi,bus,0.209593846153846,57,easy,105,0,1
29,4,2,duara,wheel,0.287497014925373,19,difficult,106,0,1
30,4,2,karamu,party,0.344718181818182,32,difficult,107,0,1
18,4,2,baba,father,0.157121212121212,59,easy,108,0,1
19,4,2,saduku,box,0.212204615384615,73,easy,109,0,1
17,4,2,anga,sky,0.222377272727273,27,easy,110,0,1
17,5,2,anga,sky,0.222377272727273,27,easy,111,0,1
25,5,2,chunga,pot,0.369626865671642,36,difficult,112,0,1
29,5,2,duara,wheel,0.287497014925373,19,difficult,113,0,1
30,5,2,karamu,party,0.344718181818182,32,difficult,114,0,1
19,5,2,saduku,box,0.212204615384615,73,easy,115,0,1
23,5,2,lugha,language,0.211571212121212,25,easy,116,0,1
21,5,2,basi,bus,0.209593846153846,57,easy,117,0,1
32,5,2,kitanda,bed,0.368722388059701,69,difficult,118,0,1
28,5,2,wimbo,song,0.307741538461538,13,difficult,119,0,1
18,5,2,baba,father,0.157121212121212,59,easy,120,0,1
