item_rand,rep,block,swahili,english,alpha,ID,diff,trial,instruct,dynamic
6,3,1,basi,bus,0.209593846153846,57,easy,40,0,1
9,4,1,tunda,fruit,0.287647692307692,22,difficult,41,0,1
5,4,1,dhoruba,storm,0.216794029850746,63,easy,42,0,1
16,4,1,ajabu,wonder,0.315165151515151,52,difficult,43,0,1
2,4,1,siri,secret,0.191309230769231,49,easy,44,0,1
11,4,1,kitanda,bed,0.368722388059701,69,difficult,45,0,1
14,4,1,afisi,office,0.34374,5,difficult,46,0,1
6,4,1,basi,bus,0.209593846153846,57,easy,47,0,1
7,4,1,bustani,garden,0.207198461538461,48,easy,48,0,1
10,4,1,kichwa,head,0.3271421875,46,difficult,49,0,1
4,4,1,roho,soul,0.199686567164179,44,easy,50,0,1
10,5,1,kichwa,head,0.3271421875,46,difficult,51,0,1
16,5,1,ajabu,wonder,0.315165151515151,52,difficult,52,0,1
2,5,1,siri,secret,0.191309230769231,49,easy,53,0,1
7,5,1,bustani,garden,0.207198461538461,48,easy,54,0,1
6,5,1,basi,bus,0.209593846153846,57,easy,55,0,1
9,5,1,tunda,fruit,0.287647692307692,22,difficult,56,0,1
4,5,1,roho,soul,0.199686567164179,44,easy,57,0,1
14,5,1,afisi,office,0.34374,5,difficult,58,0,1
11,5,1,kitanda,bed,0.368722388059701,69,difficult,59,0,1
5,5,1,dhoruba,storm,0.216794029850746,63,easy,60,1,1
29,0,2,kijana,boy,0.353060606060606,64,difficult,61,0,0
23,0,2,jicho,eye,0.210024615384615,7,easy,62,0,0
28,0,2,karamu,party,0.344718181818182,32,difficult,63,0,0
30,0,2,chanjo,scissors,0.351680597014926,26,difficult,64,0,0
20,0,2,anga,sky,0.222377272727273,27,easy,65,0,0
22,0,2,bibi,grandmother,0.175557575757576,34,easy,66,0,0
27,0,2,askari,police,0.347927272727273,9,difficult,67,0,0
31,0,2,barua,letter,0.319181818181818,31,difficult,68,0,0
21,0,2,ufu,death,0.170078787878788,75,easy,69,0,0
24,0,2,kuku,chicken,0.183198461538461,11,easy,70,0,0
23,1,2,jicho,eye,0.210024615384615,7,easy,71,0,0
22,1,2,bibi,grandmother,0.175557575757576,34,easy,72,0,0
24,1,2,kuku,chicken,0.183198461538461,11,easy,73,0,0
20,1,2,anga,sky,0.222377272727273,27,easy,74,0,0
27,1,2,askari,police,0.347927272727273,9,difficult,75,0,0
29,1,2,kijana,boy,0.353060606060606,64,difficult,76,0,0
21,1,2,ufu,death,0.170078787878788,75,easy,77,0,0
28,1,2,karamu,party,0.344718181818182,32,difficult,78,0,0
31,1,2,barua,letter,0.319181818181818,31,difficult,79,0,0
30,1,2,chanjo,scissors,0.351680597014926,26,difficult,80,0,0
23,2,2,jicho,eye,0.210024615384615,7,easy,81,0,0
29,2,2,kijana,boy,0.353060606060606,64,difficult,82,0,0
30,2,2,chanjo,scissors,0.351680597014926,26,difficult,83,0,0
21,2,2,ufu,death,0.170078787878788,75,easy,84,0,0
31,2,2,barua,letter,0.319181818181818,31,difficult,85,0,0
28,2,2,karamu,party,0.344718181818182,32,difficult,86,0,0
20,2,2,anga,sky,0.222377272727273,27,easy,87,0,0
24,2,2,kuku,chicken,0.183198461538461,11,easy,88,0,0
27,2,2,askari,police,0.347927272727273,9,difficult,89,0,0
22,2,2,bibi,grandmother,0.175557575757576,34,easy,90,0,0
28,3,2,karamu,party,0.344718181818182,32,difficult,91,0,0
24,3,2,kuku,chicken,0.183198461538461,11,easy,92,0,0
27,3,2,askari,police,0.347927272727273,9,difficult,93,0,0
20,3,2,anga,sky,0.222377272727273,27,easy,94,0,0
29,3,2,kijana,boy,0.353060606060606,64,difficult,95,0,0
23,3,2,jicho,eye,0.210024615384615,7,easy,96,0,0
21,3,2,ufu,death,0.170078787878788,75,easy,97,0,0
31,3,2,barua,letter,0.319181818181818,31,difficult,98,0,0
30,3,2,chanjo,scissors,0.351680597014926,26,difficult,99,0,0
22,3,2,bibi,grandmother,0.175557575757576,34,easy,100,0,0
31,4,2,barua,letter,0.319181818181818,31,difficult,101,0,0
28,4,2,karamu,party,0.344718181818182,32,difficult,102,0,0
24,4,2,kuku,chicken,0.183198461538461,11,easy,103,0,0
22,4,2,bibi,grandmother,0.175557575757576,34,easy,104,0,0
20,4,2,anga,sky,0.222377272727273,27,easy,105,0,0
29,4,2,kijana,boy,0.353060606060606,64,difficult,106,0,0
30,4,2,chanjo,scissors,0.351680597014926,26,difficult,107,0,0
27,4,2,askari,police,0.347927272727273,9,difficult,108,0,0
23,4,2,jicho,eye,0.210024615384615,7,easy,109,0,0
21,4,2,ufu,death,0.170078787878788,75,easy,110,0,0
28,5,2,karamu,party,0.344718181818182,32,difficult,111,0,0
27,5,2,askari,police,0.347927272727273,9,difficult,112,0,0
31,5,2,barua,letter,0.319181818181818,31,difficult,113,0,0
22,5,2,bibi,grandmother,0.175557575757576,34,easy,114,0,0
20,5,2,anga,sky,0.222377272727273,27,easy,115,0,0
24,5,2,kuku,chicken,0.183198461538461,11,easy,116,0,0
30,5,2,chanjo,scissors,0.351680597014926,26,difficult,117,0,0
23,5,2,jicho,eye,0.210024615384615,7,easy,118,0,0
29,5,2,kijana,boy,0.353060606060606,64,difficult,119,0,0
21,5,2,ufu,death,0.170078787878788,75,easy,120,0,0
